NOMBRE_EQUIPO,INTERFACE,NOMBRE_CLIENTE,NRO_VLAN,DIRECCION_IP,VELOCIDAD_ENTRADA,VELOCIDAD_SALIDA,
 VECREDNOC1004X1,Loopback0,,,181.225.41.18 255.255.255.255,,,
,,,,,,,
 VECREDNOC1004X1,Port-channel1,,,,,,
 VECREDNOC1004X1,Port-channel1.9,CC-BACKBONE-L3-IFX,9,172.23.249.2 255.255.255.240,,,
 VECREDNOC1004X1,Port-channel1.30,CRED-LEBRUN,30,172.23.249.34 255.255.255.240,,,
 VECREDNOC1004X1,Port-channel2,LEV3-CL_IP - FRO2006909960,,,,,
 VECREDNOC1004X1,Port-channel2.915(shutdown),LEV3-CL_IP - FRO2006909960,915,4.15.156.46 255.255.255.252,,,
 VECREDNOC1004X1,Port-channel3,,,,,,
 VECREDNOC1004X1,Port-channel3.282(shutdown),,,,,,
 VECREDNOC1004X1,Port-channel4,,,,,,
 VECREDNOC1004X1,Port-channel5,,,,,,
 VECREDNOC1004X1,POS0/0/0,TVZ-POZ-STM4-C,,172.23.255.161 255.255.255.252,,,
 VECREDNOC1004X1,POS0/0/1,TVZ-POZ-STM4-D,,172.23.253.113 255.255.255.252,,,
 VECREDNOC1004X1,POS0/0/2,TVZ-POZ-STM4-A;TVZ:CANTV-G2343/2221-0167846/ORDEN:I14ICP20691,,172.23.254.221 255.255.255.252,,,
 VECREDNOC1004X1,POS0/0/3,TVZ-MTN-STM4;TVZ:CANTV-G3086/2301-0168564/ORDEN:I15ICP01618,,172.23.253.93 255.255.255.252,,,
 VECREDNOC1004X1,POS0/0/4,TVZ-POZ-STM4-B;TVZ:CANTV-G2980/222-0168287,,172.23.253.85 255.255.255.252,,,
 VECREDNOC1004X1,POS0/0/5,UNITEL-STM42022,,172.23.254.177 255.255.255.252,,,
 VECREDNOC1004X1,POS0/0/6,TVZ-STM1;CANTV:F8769-ID:2221-0165364,,172.23.255.197 255.255.255.252,,,
 VECREDNOC1004X1,POS0/0/7,UNITEL-STM1-CARUPANO,,172.23.255.101 255.255.255.252,,,
 VECREDNOC1004X1,TenGigabitEthernet0/1/0,CCSJ4500CREX2_xe-0/0/14_TUNO-CUBON,,,,,
 VECREDNOC1004X1,TenGigabitEthernet0/1/0.471,TUNO-UNION-EUROPEA;ID:9334,471,172.23.248.5 255.255.255.252,50M,50M,
 VECREDNOC1004X1,TenGigabitEthernet0/1/0.477,TUNO-CONDOMINIO-TUNO,477,172.23.248.241 255.255.255.252,10M,10M,
 VECREDNOC1004X1,TenGigabitEthernet0/1/0.491,TUNO-NODOV-QTA-MARACA,491,181.225.53.129 255.255.255.248,300M,300M,
 VECREDNOC1004X1,TenGigabitEthernet0/1/0.495,GAMA-SM-SW;ID:26091,495,172.23.243.85 255.255.255.252,,,
 VECREDNOC1004X1,TenGigabitEthernet0/1/0.1068,ALCOHOLES-DEL-CARIBE;ID:26171,1068,172.23.245.81 255.255.255.252,50M,50M,
 VECREDNOC1004X1,TenGigabitEthernet0/1/0.1069,CUBO-PLATC-EU,1069,190.94.209.121 255.255.255.248,PLATCOMM-EU,PLATCOMM-EU,
 VECREDNOC1004X1,TenGigabitEthernet0/1/0.1073,POSCOMERCIAL;ID:26167,1073,172.23.245.1 255.255.255.252,60M,60M,
 VECREDNOC1004X1,TenGigabitEthernet0/1/0.1078,CUBO-PRIMTEK-CCCT,1078,172.23.243.217 255.255.255.252,100M,100M,
 VECREDNOC1004X1,TenGigabitEthernet0/1/0.1079,CUBO-TELCOS,1079,172.23.242.141 255.255.255.252,50M,50M,
 VECREDNOC1004X1,TenGigabitEthernet0/1/0.1080,CUBO-HERBALIFE,1080,172.23.241.133 255.255.255.252,60M,60M,
 VECREDNOC1004X1,TenGigabitEthernet0/1/0.1081,CUBO-HERBALIFE-CN,1081,172.23.241.29 255.255.255.252,30M,30M,
 VECREDNOC1004X1,GigabitEthernet0/2/0,CCS3550CREDX1-Giga0/2,,,,,
 VECREDNOC1004X1,GigabitEthernet0/2/0.9,CRED-FCHACON-ARC,9,190.94.208.9 255.255.255.252,60M,60M,
 VECREDNOC1004X1,GigabitEthernet0/2/0.29,IFXVE-OFICINAS,29,181.225.42.1 255.255.255.248,,,
 VECREDNOC1004X1,GigabitEthernet0/2/1,CANTV-1,,,,,
 VECREDNOC1004X1,GigabitEthernet0/2/1.700,,700,172.23.255.253 255.255.255.252,,,
 VECREDNOC1004X1,GigabitEthernet0/2/1.851,CANTV_ME_ID:7183-0001640/IFX_PORT:2301-0152591,851,172.23.255.249 255.255.255.252,,,
 VECREDNOC1004X1,GigabitEthernet0/2/2,,,,,,
 VECREDNOC1004X1,GigabitEthernet0/2/2.980,CANTV-PEER,980,172.23.255.233 255.255.255.252,,,
 VECREDNOC1004X1,GigabitEthernet0/2/3,,,,,,
 VECREDNOC1004X1,GigabitEthernet0/2/3.1,,1 native,172.23.253.65 255.255.255.240,,,
 VECREDNOC1004X1,GigabitEthernet0/2/3.17,Alcaldia-Chacao;ID:25550,,,,,
 VECREDNOC1004X1,GigabitEthernet0/2/3.20,OCEAN_DRIVE;ID:20818,20,181.225.44.129 255.255.255.248,50M,50M,
 VECREDNOC1004X1,GigabitEthernet0/2/3.31,CHACON-COBRE-VL31,31,190.94.210.25 255.255.255.252,50M,50M,
 VECREDNOC1004X1,GigabitEthernet0/2/3.50,,50,172.23.255.165 255.255.255.252,,,
 VECREDNOC1004X1,GigabitEthernet0/2/3.51,,51,172.23.255.169 255.255.255.252,,,
 VECREDNOC1004X1,GigabitEthernet0/2/3.102,DVA-SERVICIOS;ID:21467,102,172.23.255.153 255.255.255.252,50M,50M,
 VECREDNOC1004X1,GigabitEthernet0/2/4(shutdown),,,,,,
 VECREDNOC1004X1,GigabitEthernet0/2/5(shutdown),,,,,,
 VECREDNOC1004X1,GigabitEthernet0/2/6(shutdown),,,,,,
 VECREDNOC1004X1,GigabitEthernet0/2/7(shutdown),,,,,,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0,GPON-OLT-CRED-31052022,,,,,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.1030,PRIMTEK-T-DOMUS;ID:26592,1030,172.23.241.113 255.255.255.252,100M,100M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.3001,LIBER-NETWORK-CONSUL,3001,172.23.246.65 255.255.255.252,50M,50M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.3003,LIBER-EVENPRO,3003,172.23.247.61 255.255.255.252,300M,300M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.3004,GPON1-LIBER-COELLO-VEGA,3004,172.23.247.181 255.255.255.252,500M,500M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.3007,LIBER-NUBOTEK-FIBRA,3007,172.23.253.217 255.255.255.252,50M,50M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.3009,CONSULTORES-SC;ID:26154,3009,172.23.247.189 255.255.255.252,50M,50M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.3010,LIBER-QUINTA-MERCED,3010,172.23.241.237 255.255.255.252,50M,50M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.3011,LIBER-AMNISTIA,3011,172.23.246.73 255.255.255.252,50M,50M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.3012,LIBER-MACROTEL ,3012,172.23.246.77 255.255.255.252,50M,50M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.3013,LIBER-PLUS-CONTACT,3013,172.23.246.81 255.255.255.252,50M,50M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.3014,LIBER-QUINTA-CAPIHUE,3014,172.23.241.85 255.255.255.252,50M,50M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.3015,LIBER-DIRECTA-GROUP,3015,172.23.246.93 255.255.255.252,60M,60M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.3016,LIBER-EMB-PAISES-BAJOS,3016,172.23.246.97 255.255.255.252,50M,50M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.3018,LIBER-CORP-ASIA,3018,172.23.246.41 255.255.255.252,50M,50M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.3019,LIBER-QTA-SAN-LUIS,3019,172.23.246.45 255.255.255.252,50M,50M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.3020,QTA-PIKAPU;ID:26248,3020,172.23.246.145 255.255.255.252,50M,50M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.3021,QTA-SETORRAY;ID:26224,3021,172.23.246.109 255.255.255.252,50M,50M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.3022,QTA-EL-RINCON;ID:26310,3022,172.23.246.169 255.255.255.252,50M,50M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.3023,QTA-EL-SAMAN;ID:26386,3023,172.23.246.173 255.255.255.252,60M,60M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.3024,QTA-SALTAMONTES;ID:26311,3024,172.23.246.49 255.255.255.252,50M,50M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.3025,COUNTRY-CLUB;ID:26255,3025,172.23.246.193 255.255.255.252,100M,100M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.3026,AISVE;ID:25942,3026,172.23.252.241 255.255.255.252,50M,50M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.3028,LIBER-SALVAFOOD-PZA-VZLA,3028,172.23.246.229 255.255.255.252,50M,50M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.3029,LIBER-SOFTECH,3029,172.23.243.1 255.255.255.252,50M,50M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.3030,LIBER-BEYOND-CC,3030,172.23.251.145 255.255.255.252,80M,80M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.3031,LAB-BEHRENS;ID:26242,3031,172.23.251.149 255.255.255.252,60M,60M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.3032,LIBER-QUINTA-RE,3032,172.23.251.157 255.255.255.252,60M,60M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.3033,CLEA-TELECOM;ID:26305,3033,172.23.243.57 255.255.255.252,50M,50M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.3034,LIB-QUINTA-EMECINCO,3034,172.23.243.145 255.255.255.252,50M,50M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.3035,LIBER-SOLUCIONESTI,3035,172.23.251.81 255.255.255.252,50M,50M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.3036,SOAINT;ID:26163,3036,172.23.247.93 255.255.255.252,50M,50M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.3037,LIBER-SOL-COELLO-P6,3037,172.23.245.21 255.255.255.252,500M,500M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.3038,GPON-VL3038-LIBER-MICASITA,3038,172.23.246.33 255.255.255.252,300M,300M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.3039,GPON-VL1045-LIBER-QUINTA-SOLERA,3039,172.23.246.69 255.255.255.252,300M,300M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.3040,DAV-DUBBING;ID:26042,3040,172.23.248.13 255.255.255.252,50M,50M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.3041,LIBER-CLI-SANTIAGO-L,3041,172.23.243.193 255.255.255.252,100M,100M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.3042,LIBER-CONDOMI-BANCOP,3042,172.23.247.245 255.255.255.252,50M,50M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.3043,LIBER-SHAAREI-SHALOM,3043,190.94.210.157 255.255.255.252,4M,4M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.3044,LIBER-MORE,3044,172.23.248.81 255.255.255.252,50M,50M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.3045,LIBER-QTA-BELVEDERE,3045,172.23.243.245 255.255.255.252,300M,300M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.3046,LIBER-TKONEKTO,3046,172.23.241.69 255.255.255.252,200M,200M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.3047,LIBER-FARMA-HB,3047,172.23.241.129 255.255.255.252,40M,40M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.3048,LIBER-QUINTA-VY,3048,172.23.241.197 255.255.255.252,100M,100M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.3049,FARM-HB-PLZ-VE;ID:26557,3049,172.23.241.157 255.255.255.252,60M,60M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.3100,LIBER-JRL,3100,172.23.246.21 255.255.255.252,50M,50M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.3102,GALI-METRO-MULTICENT,3102,172.23.241.193 255.255.255.252,50M,50M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.3103,UVI-TECH;ID:26073,3103,172.23.248.109 255.255.255.252,50M,50M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.3104,GPON-CRED-METRO-HOYADA,3104,172.23.241.1 255.255.255.252,100M,100M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.3105,GPON-CRED-ALC-LIBERTADOR,3105,172.23.241.5 255.255.255.252,100M,100M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.3106,CRED-TELCORP-PYG,3106,172.23.241.101 255.255.255.252,100M,100M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.3107,CRED-LASER-AIRLINES,3107,172.23.241.17 255.255.255.252,100M,100M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.3108,CRED-HERMO,3108,172.23.241.41 255.255.255.252,100M,100M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.3201,GALI-PURO-PAGO,3201,172.23.246.137 255.255.255.252,60M,60M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.3211,REVERON-2;ID:26236,3211,172.23.246.197 255.255.255.252,50M,50M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.3216,ESMARTKEEP;ID:26280,3216,172.23.246.125 255.255.255.252,50M,50M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.3222,PANEL-SYSTEMS;ID:26308,3222,172.23.243.53 255.255.255.252,60M,60M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.3250,CLUB-PTO-AZUL;ID:26302,3250,172.23.243.37 255.255.255.252,50M,50M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.3251,ESP-ORIENTALES;ID:26287,3251,172.23.243.41 255.255.255.252,50M,50M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.3252,TUNO-COPIKON,3252,172.23.243.45 255.255.255.252,50M,50M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.3253,LOCATEL-SM;ID:25929,3253,172.23.253.101 255.255.255.252,50M,50M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.3258,TUNO-CORP-CALL-77,3258,172.23.243.141 255.255.255.252,100M,100M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.3259,TUNO-EXCLU-VAGU,3259,172.23.241.173 255.255.255.252,100M,100M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.3260,TUNO-REINALDO,3260,190.94.199.45 255.255.255.252,100M,100M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.3261,TUNO-MDA-TV,3261,172.23.243.93 255.255.255.252,60M,60M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.3262,TUNO-ASA-STEKI,3262,172.23.244.241 255.255.255.252,50M,50M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.3263,SKYTEX;ID:26049,3263,172.23.244.249 255.255.255.252,50M,50M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.3264,SKYTEX-2;ID:26049,3264,172.23.244.61 255.255.255.252,50M,50M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.3265,PRODEC;ID:26240,3265,172.23.243.173 255.255.255.252,50M,50M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.3266,TUNO-MOBRITECK-IMP,3266,172.23.243.189 255.255.255.252,40M,40M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.3267,WORLD-TRADING;ID:26211,3267,172.23.254.85 255.255.255.252,40M,40M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.3268,TUNO-TOP-FOOD,3268,172.23.244.5 255.255.255.252,40M,40M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.3269,QUINTA-EL-MAISSANCO;ID:26254,3269,172.23.244.141 255.255.255.252,50M,50M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.3270,COELLO-CVA-MER;ID:26329,3270,172.23.244.157 255.255.255.252,20M,20M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.3271,DEST-CARUPANO;ID:26284,3271,172.23.244.173 255.255.255.252,40M,40M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.3272,TUNO-YEET-DE-VEN,3272,172.23.243.201 255.255.255.252,50M,50M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.3273,RED1-VL3273-TUNO-DANCINGDOLLY,3273,172.23.251.61 255.255.255.252,30M,30M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.3274,RED1-VL3274-TUNO-ESTIVANELI,3274,172.23.251.113 255.255.255.252,50M,50M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.3275,RED1-VL3275-TUNO-TOLONET-FIBRA,3275,172.23.252.93 255.255.255.252,50M,50M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.3276,RED1-VL3276-TUNO-PASEO-L-M,3276,172.23.250.181 255.255.255.252,50M,50M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.3277,RED1-VL3277-TUNO-EMB-RUSIA,3277,172.23.250.229 255.255.255.252,70M,70M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.3278,RED1-VL3278-TUNO-LOBBY-AH,3278,172.23.248.1 255.255.255.252,50M,50M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.3279,RED1-VL3279-TUNO-QTA-MARY,3279,172.23.248.77 255.255.255.252,50M,50M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.3280,FINAL-CURVE;ID:26080,3280,172.23.248.65 255.255.255.252,40M,40M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.3281,RED1-VL3281-TUNO-ISARQ,3281,172.23.248.153 255.255.255.252,50M,50M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.3282,RED1-VL3282-TUNO-AUDIO-CONCEPT,3282,172.23.248.229 255.255.255.252,50M,50M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.3283,RED1-VL3283-TUNO-CONAVEN,3283,172.23.248.237 255.255.255.252,50M,50M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.3284,RED1-VL3284-TUNO-MODUSISTEMA,3284,172.23.247.21 255.255.255.252,50M,50M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.3285,TUNO-BANKING,3285,172.23.243.177 255.255.255.252,160M,160M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.3286,RED1-VL3286-TUNO-ECHO-LINK,3286,172.23.247.157 255.255.255.252,50M,50M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.3287,RED1-VL3287-TUNO-UNION-EUROPEA-MUD,3287,172.23.255.217 255.255.255.252,50M,50M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.3288,GPON-VL3288-HECTICUS;ID:26162,3288,172.23.247.193 255.255.255.252,50M,50M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.3289,RED1-VL483-TUNO-MUEBLES-MARY ,3289,172.23.245.89 255.255.255.252,50M,50M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.3290,GPON-VL3290-INTERVIT;ID:26209,3290,172.23.245.233 255.255.255.252,50M,50M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.3291,GPON-VL3291-CONSEIN;ID:22645,3291,172.23.253.249 255.255.255.252,50M,50M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.3292,GPON-VL3292-CLUB-VALLE-ARRIBA;ID:26259,3292,181.225.53.81 255.255.255.248,200M,200M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.3294,TUNO-FARMA-HB-CHRMOS,3294,172.23.241.221 255.255.255.252,60M,60M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.3295,TUNO-LA-PAGODA-CM,3295,172.23.241.161 255.255.255.252,50M,50M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.3296,TUNO-CARROFERTA,3296,172.23.241.225 255.255.255.252,100M,100M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.3297,TUNO-DUMI-TORROSA,3297,172.23.241.109 255.255.255.252,100M,100M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.3298,TUNO-ROBIN-AGENCY,3298,172.23.241.49 255.255.255.252,50M,50M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.3350,ELUN-GUILLERMO-AMAR,3350,172.23.243.205 255.255.255.252,50M,50M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.3351,ELUN-SAFARI-BAKERY,3351,172.23.243.213 255.255.255.252,40M,40M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.3352,DIPROMULCA;ID:26136,3352,172.23.247.201 255.255.255.252,50M,50M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.3353,CORP-LAZAM;ID:26053,3353,172.23.248.165 255.255.255.252,,50M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.3354,ELCO;ID:25990,3354,172.23.252.229 255.255.255.252,50M,50M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.3355,ELUN-CICPC-URDANETA,3355,172.23.244.125 255.255.255.252,20M,20M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.3356,ELUN-CICPC-PCARABOBO,3356,172.23.244.129 255.255.255.252,20M,20M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.3357,CARTONERACCS;ID:25969,3357,172.23.252.149 255.255.255.252,50M,50M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.3358,FARMARATO;ID:26312,3358,172.23.244.225 255.255.255.252,40M,40M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.3359,ELUN-CVA-CENTRO,3359,172.23.245.205 255.255.255.252,40M,40M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.3360,ELUN-GRUPESKA,3360,172.23.248.105 255.255.255.252,50M,50M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.3361,ELUN-HOTEL-ALEX,3361,172.23.244.229 255.255.255.252,60M,60M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.3362,GPON-ELUN-SGF-AV-FA,3362,172.23.254.81 255.255.255.252,50M,50M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.3363,ELUN-SISTEM1902,3363,172.23.241.165 255.255.255.252,50M,50M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0.3900,LIBER-FRESH-TECH-BP(26556),3900,172.23.241.45 255.255.255.252,50M,50M,
 VECREDNOC1004X1,TenGigabitEthernet1/0/0,,,,,,
 VECREDNOC1004X1,TenGigabitEthernet1/0/1,,,,,,
 VECREDNOC1004X1,TenGigabitEthernet1/0/2,CCSJ4500CREX2_xe-0/0/10_CRED-LIBER,,,,,
 VECREDNOC1004X1,TenGigabitEthernet1/0/2.251,CRED-SILVERDATA,251,190.94.199.185 255.255.255.252,SILVERDATA,SILVERDATA,
 VECREDNOC1004X1,TenGigabitEthernet1/0/2.253,CRED-LEBH-IFXSERVERS,253,181.225.41.65 255.255.255.240,,,
 VECREDNOC1004X1,TenGigabitEthernet1/0/2.255,CRED-BANTEL,255,200.62.9.157 255.255.255.252,1G,1G,
 VECREDNOC1004X1,TenGigabitEthernet1/0/2.264,CRED-VIPTEL,264,200.62.26.197 255.255.255.252,VIPTEL,VIPTEL,
 VECREDNOC1004X1,TenGigabitEthernet1/0/2.269(shutdown),CRED-TVZ_POZ-2021-2,269,172.23.255.53 255.255.255.252,,,
 VECREDNOC1004X1,TenGigabitEthernet1/0/2.276,CRED-INTERLINEMAK,276,190.94.218.105 255.255.255.248,500M,500M,
 VECREDNOC1004X1,TenGigabitEthernet1/0/2.279(shutdown),CRED-TVZ_POZ-2022-1,279,172.23.255.97 255.255.255.252,,,
 VECREDNOC1004X1,TenGigabitEthernet1/0/2.282(shutdown),CRED-TVZ_POZ-2022-2,282,172.23.252.125 255.255.255.252,,,
 VECREDNOC1004X1,TenGigabitEthernet1/0/2.298,CRED-7LINK,298,181.225.44.17 255.255.255.248,7-LINK,7-LINK,
 VECREDNOC1004X1,TenGigabitEthernet1/0/2.961,ELUN-MB-INT-1,961,190.94.211.41 255.255.255.248,80M,80M,
 VECREDNOC1004X1,TenGigabitEthernet1/0/2.1014,LIBER-COL-SINAI,1014,172.23.255.157 255.255.255.252,50M,50M,
 VECREDNOC1004X1,TenGigabitEthernet1/0/2.1022,LIBER-QUALCOM,1022,190.94.209.57 255.255.255.248,QUALCOM,QUALCOM,
 VECREDNOC1004X1,TenGigabitEthernet1/0/2.1031,LIBER-PLATCOMM,1031,172.23.247.89 255.255.255.252,10M,10M,
 VECREDNOC1004X1,TenGigabitEthernet1/0/2.1041(shutdown),CARACAS-RED-TELECOM;ID:26256,1041,190.94.243.89 255.255.255.248,CCSRED,CCSRED,
 VECREDNOC1004X1,TenGigabitEthernet1/0/2.1042(shutdown),LIBER-DORAL-PRAG;ID:26056,1042,172.23.245.125 255.255.255.252,,,
 VECREDNOC1004X1,TenGigabitEthernet1/0/2.1043,LIBER-GESTION-OLT,1043,172.23.252.209 255.255.255.252,,,
 VECREDNOC1004X1,TenGigabitEthernet1/0/2.1046,LIBER-BPLAZA-IP,1046,172.23.255.113 255.255.255.252,40M,40M,
 VECREDNOC1004X1,TenGigabitEthernet1/0/2.1048,BPLAZA-MGMT;ID:26317,1048,172.23.254.205 255.255.255.252,,,
 VECREDNOC1004X1,TenGigabitEthernet1/0/2.1049,LIBER-GTITHOST,1049,181.225.43.137 255.255.255.248,200M,200M,
 VECREDNOC1004X1,TenGigabitEthernet1/0/2.1161,ANAUC-IESA;ID:26129,1161,172.23.245.53 255.255.255.252,100M,100M,
 VECREDNOC1004X1,TenGigabitEthernet1/0/2.1209,SINAI-SACVEN,1209,172.23.253.201 255.255.255.252,50M,50M,
 VECREDNOC1004X1,TenGigabitEthernet1/0/2.1951,CRED-VIVAX-PYG,1951,172.23.254.173 255.255.255.252,110M,110M,
 VECREDNOC1004X1,TenGigabitEthernet1/0/2.1953,CRED-PS-LA-TRINIDAD,1953,172.23.252.193 255.255.255.252,200M,200M,
 VECREDNOC1004X1,TenGigabitEthernet1/0/2.3602,DAYCO-PLATCOMM-IP; ID:26161,3602,190.94.198.81 255.255.255.248,30M,30M,
 VECREDNOC1004X1,TenGigabitEthernet1/0/3,CCSJ4500CREX2_xe-0/0/9_GALI-PCR,,,,,
 VECREDNOC1004X1,TenGigabitEthernet1/0/3.266,CRED-SUPERCABLE,266,190.94.208.205 255.255.255.252,SUPERCABLE,SUPERCABLE,
 VECREDNOC1004X1,TenGigabitEthernet1/0/3.501,DESOMI-T-CAVENDES;ID:26589,501,172.23.241.181 255.255.255.252,60M,60M,
 VECREDNOC1004X1,TenGigabitEthernet1/0/3.506,PCR-ECHYASOC,506,172.23.253.173 255.255.255.252,50M,50M,
 VECREDNOC1004X1,TenGigabitEthernet1/0/3.507,PCR-FCHACON4 ,507,181.225.48.49 255.255.255.248,5M,5M,
