NOMBRE_EQUIPO,INTERFACE,NOMBRE_CLIENTE,NRO_VLAN,DIRECCION_IP,VELOCIDAD_ENTRADA,VELOCIDAD_SALIDA
 VECCSNOC7206X2,GigabitEthernet5/0.1756,PCR-PNUD-VZLA,1756,172.23.243.157 255.255.255.252,30M,30M,
 VECCSNOC7206X2,GigabitEthernet5/0.1757(shutdown),PCR-IG-NETWORKS,1757,172.23.243.101 255.255.255.252,50M,50M,
 VECCSNOC7206X2,GigabitEthernet5/0.1761,PCR-ROCAVILA,1761,172.23.243.169 255.255.255.252,60M,60M,
 VECCSNOC7206X2,GigabitEthernet5/0.3599,DAYCO-SURAM-VPN,3599,,8M,8M,
 VECCSNOC7206X2,GigabitEthernet6/0,VECCSNOC3750X4-Giga1/0/11,,,,,
 VECCSNOC7206X2,GigabitEthernet6/0.710,CANTV-INFRACUA,710,172.23.250.93 255.255.255.252,1M,1M,
 VECCSNOC7206X2,GigabitEthernet6/0.740,,740,172.23.255.73 255.255.255.252,,,
 VELEBNOC1004X1,Loopback0,,,181.225.41.25 255.255.255.255,,,

 VELEBNOC1004X1,Port-channel1,BACKBONE,,,,,
 VELEBNOC1004X1,Port-channel1.9(shutdown),,9 native,172.23.249.8 255.255.255.240,,,
 VELEBNOC1004X1,Port-channel1.29,L3-LEBRUN,29,172.23.249.18 255.255.255.240,,,
 VELEBNOC1004X1,Port-channel1.30,CRED-LEBRUN,30,172.23.249.38 255.255.255.240,,,
 VELEBNOC1004X1,Port-channel2,CCSJ4500LEBX1_ae4_(CDN),,,,,
 VELEBNOC1004X1,Port-channel2.1139,NETFLIX-CDN,1139,181.225.46.129 255.255.255.248,,,
 VELEBNOC1004X1,Port-channel2.1147,GOOGLE-CDN,1147,181.225.45.1 255.255.255.192,,,
 VELEBNOC1004X1,Port-channel2.1150,LEB-GESTION-OLT,1150,172.23.252.197 255.255.255.252,,,
 VELEBNOC1004X1,Port-channel2.1151,LEB-FB2021,1151,181.225.43.105 255.255.255.248,,,
 VELEBNOC1004X1,Port-channel3,CCSJ4500LEBX1_ae6_(clientes_Lebrun),,,,,
 VELEBNOC1004X1,Port-channel3.266(shutdown),CRED-SUPERCABLE,266,190.94.208.205 255.255.255.252,1G,1G,
 VELEBNOC1004X1,Port-channel3.916,LEV3-CIX,916,172.23.255.189 255.255.255.252,,,
 VELEBNOC1004X1,Port-channel3.918,LEV3-CHIRCALNET,918,172.23.254.25 255.255.255.252,,,
 VELEBNOC1004X1,Port-channel3.919,LEV3-360,919,172.23.254.29 255.255.255.252,,,
 VELEBNOC1004X1,Port-channel3.933,LEV3-360-MEGADATTA,933,172.23.254.53 255.255.255.252,,,
 VELEBNOC1004X1,Port-channel3.934,LEV3-360-PNS,934,172.23.254.57 255.255.255.252,,,
 VELEBNOC1004X1,Port-channel3.936(shutdown),LEV3-360-CDT,936,172.23.254.61 255.255.255.252,300M,300M,
 VELEBNOC1004X1,Port-channel3.1256,CAU-TOP-QTASANJOSE,1256,190.94.218.65 255.255.255.248,300M,300M,
 VELEBNOC1004X1,Port-channel3.1659(shutdown),LEB-SUPER-CONEX,1659,190.94.250.221 255.255.255.252,SUPERCONEX,SUPERCONEX,
 VELEBNOC1004X1,Port-channel3.1715(shutdown),LEB-SUPERCONEX2,1715,181.225.48.1 255.255.255.248,SUPERCONEX2,SUPERCONEX2,
 VELEBNOC1004X1,Port-channel4,CCSJ4500LEBX1_ae8_(clientes_Lebrun2),,,,,
 VELEBNOC1004X1,Port-channel4.130,,130,172.23.250.209 255.255.255.252,,,
 VELEBNOC1004X1,Port-channel4.215,MCCY-FAROCA-CSP,215,172.23.244.121 255.255.255.252,100M,100M,
 VELEBNOC1004X1,Port-channel4.264(shutdown),CRED-VIPTEL,264,200.62.26.197 255.255.255.252,,,
 VELEBNOC1004X1,Port-channel4.298(shutdown),CRED-7LINK,298,181.225.44.17 255.255.255.248,500M,500M,
 VELEBNOC1004X1,Port-channel4.622,BOL-SWEETCHERRY,622,172.23.250.41 255.255.255.252,200M,200M,
 VELEBNOC1004X1,Port-channel4.924,LEV3-WIFISOLUTION,924,172.23.252.53 255.255.255.252,200M,200M,
 VELEBNOC1004X1,Port-channel4.937,LEV3-360-IPIFX,937,172.23.244.209 255.255.255.252,30M,30M,
 VELEBNOC1004X1,Port-channel4.940,LEV3-360-IPIFX2,940,190.94.199.89 255.255.255.252,360NET,360NET,
 VELEBNOC1004X1,Port-channel4.942,LEV3-FONET,942,181.225.40.49 255.255.255.248,FONET-CAP,FONET,
 VELEBNOC1004X1,Port-channel4.1106,LEB-INFOGUIA,1106,172.23.250.29 255.255.255.252,20M,20M,
 VELEBNOC1004X1,Port-channel4.1107,LEB-BITNET,1107,172.23.250.49 255.255.255.252,10M,10M,
 VELEBNOC1004X1,Port-channel4.1115,LEB-EXCEL-GAMA-PPAL,1115,172.23.248.217 255.255.255.252,300M,300M,
 VELEBNOC1004X1,Port-channel4.1121,LEB-VENSITE,1121,172.23.250.193 255.255.255.252,VENSITE,VENSITE,
 VELEBNOC1004X1,Port-channel4.1135,LEB-CORFIN,1135,172.23.248.73 255.255.255.252,200M,200M,
 VELEBNOC1004X1,Port-channel4.1143,LEB-NTIS,1143,190.94.245.9 255.255.255.248,NTIS-CAP,NTIS,
 VELEBNOC1004X1,Port-channel4.1262,CAU-NODO-CONCORDE,1262,190.94.218.73 255.255.255.248,200M,200M,
 VELEBNOC1004X1,Port-channel4.1536,MCY-NODOV-IP,1536,181.225.42.169 255.255.255.248,MCY-NODOV,MCY-NODOV,
 VELEBNOC1004X1,Port-channel4.1601,SEBUC-PRAGMA-VSEB,1601,190.94.210.225 255.255.255.252,PRAGMA-VILLA-SEB,PRAGMA-VILLA-SEB,
 VELEBNOC1004X1,Port-channel4.1657,LEB-FAROCA-VISTAL,1657,172.23.245.169 255.255.255.252,,,
 VELEBNOC1004X1,Port-channel4.1672,LEB-HQ-RENTAL-IP,1672,190.94.199.41 255.255.255.252,LEB-HQ-RENTAL-IP,LEB-HQ-RENTAL-IP,
 VELEBNOC1004X1,Port-channel4.1684,LEB-TEKKOA-AZOTEA,1684,190.94.209.249 255.255.255.248,200M,200M,
 VELEBNOC1004X1,Port-channel4.1713,LEB-WIFI-SOLUTI-IP,1713,190.94.245.217 255.255.255.248,30M,30M,
 VELEBNOC1004X1,Port-channel4.1729,LEB-LAN-ONLINE,1729,190.94.199.213 255.255.255.252,LANONLINE,LANONLINE,
 VELEBNOC1004X1,Port-channel5,CCSJ4500LEBX1_ae9_(Upstream),,,,,
 VELEBNOC1004X1,Port-channel5.911,TIS - TIS-00000063226 / IFV003UCARMI2NN ,911,89.221.41.91 255.255.255.254,,,
 VELEBNOC1004X1,Port-channel6,CCSJ4500LEBX1_ae18,,,,,
 VELEBNOC1004X1,Port-channel6.917,ITS-0001076253/TEL-GRTMIANA1,917,84.16.6.29 255.255.255.254,,,
 VELEBNOC1004X1,TenGigabitEthernet0/0/0,,,,,,
 VELEBNOC1004X1,TenGigabitEthernet0/1/0,CCSJ4500LEBX1-xe-0/1/2,,,,,
 VELEBNOC1004X1,TenGigabitEthernet0/2/0,,,,,,
 VELEBNOC1004X1,TenGigabitEthernet0/3/0,,,,,,
 VELEBNOC1004X1,TenGigabitEthernet1/0/0,CCSJ4500LEBX1-xe-0/0/7,,,,,
 VELEBNOC1004X1,TenGigabitEthernet1/1/0,CCSJ4500LEBX1-xe-0/0/12,,,,,
 VELEBNOC1004X1,TenGigabitEthernet1/2/0,CCSJ4500LEBX1-xe-0/0/11,,,,,
 VELEBNOC1004X1,TenGigabitEthernet1/3/0,CCSJ4500LEBX1-xe-0/0/13,,,,,
 VELEBNOC1004X1,GigabitEthernet0(shutdown),,,10.0.0.2 255.255.255.252,,,
 VECREDNOC1004X1,Loopback0,,,181.225.41.18 255.255.255.255,,,

 VECREDNOC1004X1,Port-channel1,,,,,,
 VECREDNOC1004X1,Port-channel1.9,CC-BACKBONE-L3-IFX,9,172.23.249.2 255.255.255.240,,,
 VECREDNOC1004X1,Port-channel1.30,CRED-LEBRUN,30,172.23.249.34 255.255.255.240,,,
 VECREDNOC1004X1,Port-channel2,LEV3-CL_IP - FRO2006909960,,,,,
 VECREDNOC1004X1,Port-channel2.915,LEV3-CL_IP - FRO2006909960,915,4.15.156.46 255.255.255.252,,,
 VECREDNOC1004X1,POS0/0/0,TVZ-POZ-STM4-C,,172.23.255.161 255.255.255.252,,,
 VECREDNOC1004X1,POS0/0/1,TVZ-POZ-STM4-D,,172.23.253.113 255.255.255.252,,,
 VECREDNOC1004X1,POS0/0/2(shutdown),,,,,,
 VECREDNOC1004X1,POS0/0/3(shutdown),,,,,,
 VECREDNOC1004X1,POS0/0/4(shutdown),,,,,,
 VECREDNOC1004X1,POS0/0/5(shutdown),,,,,,
 VECREDNOC1004X1,POS0/0/6,TVZ-CANTV:F8769-ID:2221-0165364,,172.23.255.197 255.255.255.252,,,
 VECREDNOC1004X1,POS0/0/7,UNITEL-STM1-CARUPANO,,172.23.255.101 255.255.255.252,,,
 VECREDNOC1004X1,TenGigabitEthernet0/1/0,CCSJ4500CREX2_xe-0/0/14_TUNO-CUBON,,,,,
 VECREDNOC1004X1,TenGigabitEthernet0/1/0.1078,CUBO-PRIMTEK-CCCT,1078,172.23.243.217 255.255.255.252,100M,100M,
 VECREDNOC1004X1,TenGigabitEthernet0/3/0,,,,,,
 VECREDNOC1004X1,TenGigabitEthernet1/0/0,,,,,,
 VECREDNOC1004X1,TenGigabitEthernet1/0/1,,,,,,
 VECREDNOC1004X1,TenGigabitEthernet1/0/2,CCSJ4500CREX2_xe-0/0/10_CRED-LIBER,,,,,
 VECREDNOC1004X1,TenGigabitEthernet1/0/2.253,CRED-LEBH-IFXSERVERS,253,181.225.41.65 255.255.255.240,,,
 VECREDNOC1004X1,TenGigabitEthernet1/0/2.255,CRED-BANTEL,255,200.62.9.157 255.255.255.252,1G,1G,
 VECREDNOC1004X1,TenGigabitEthernet1/0/2.264,CRED-VIPTEL,264,200.62.26.197 255.255.255.252,VIPTEL,VIPTEL,
 VECREDNOC1004X1,TenGigabitEthernet1/0/2.266,CRED-SUPERCABLE,266,190.94.208.205 255.255.255.252,SUPERCABLE,SUPERCABLE,
 VECREDNOC1004X1,TenGigabitEthernet1/0/2.269,CRED-TVZ-2021-2,269,172.23.255.53 255.255.255.252,,,
 VECREDNOC1004X1,TenGigabitEthernet1/0/2.279,CRED-TVZ-2022-1,279,172.23.255.97 255.255.255.252,,,
 VECREDNOC1004X1,TenGigabitEthernet1/0/2.282,CRED-TVZ-2022-2,282,172.23.252.125 255.255.255.252,,,
 VECREDNOC1004X1,TenGigabitEthernet1/0/2.298,CRED-7LINK,298,181.225.44.17 255.255.255.248,7-LINK,7-LINK,
 VECREDNOC1004X1,TenGigabitEthernet1/0/2.452,TUNO-YEET-DE-VEN,452,172.23.243.201 255.255.255.252,80M,80M,
 VECREDNOC1004X1,TenGigabitEthernet1/0/2.479,TUNO-BANKING,479,172.23.243.177 255.255.255.252,160M,160M,
 VECREDNOC1004X1,TenGigabitEthernet1/0/2.1013,LIBER-SOLUCIONESTI,1013,172.23.251.81 255.255.255.252,50M,50M,
 VECREDNOC1004X1,TenGigabitEthernet1/0/2.1022,LIBER-QUALCOM,1022,190.94.209.57 255.255.255.248,QUALCOM,QUALCOM,
 VECREDNOC1004X1,TenGigabitEthernet1/0/2.1024,LIB-QUINTA-EMECINCO,1024,172.23.243.145 255.255.255.252,50M,50M,
 VECREDNOC1004X1,TenGigabitEthernet1/0/2.1031,LIBER-PLATCOMM,1031,172.23.247.89 255.255.255.252,10M,10M,
 VECREDNOC1004X1,TenGigabitEthernet1/0/2.1039,LIBER-SOL-COELLO-P6,1039,172.23.245.21 255.255.255.252,COELLO,COELLO,
 VECREDNOC1004X1,TenGigabitEthernet1/0/2.1041,LIBER-CARACAS-RED-TELECOM,1041,190.94.243.89 255.255.255.248,CCSRED,CCSRED,
 VECREDNOC1004X1,TenGigabitEthernet1/0/2.1046,LIBER-BPLAZA-IP,1046,172.23.255.113 255.255.255.252,40M,40M,
 VECREDNOC1004X1,TenGigabitEthernet1/0/2.1049,LIBER-GTITHOST,1049,181.225.43.137 255.255.255.248,200M,200M,
 VECREDNOC1004X1,TenGigabitEthernet1/0/2.1050,LIBER-CLI-SANTIAGO-L,1050,172.23.243.193 255.255.255.252,100M,100M,
 VECREDNOC1004X1,TenGigabitEthernet1/0/2.1209,SINAI-SACVEN,1209,172.23.253.201 255.255.255.252,50M,50M,
 VECREDNOC1004X1,TenGigabitEthernet1/0/2.3264,TUNO-SKYTEX-2,3264,172.23.244.61 255.255.255.252,,,
 VECREDNOC1004X1,TenGigabitEthernet1/0/3,CCSJ4500CREX2_xe-0/0/9_GALI-PCR,,,,,
 VECREDNOC1004X1,TenGigabitEthernet1/0/3.522,PCR-OPS,522,172.23.253.169 255.255.255.252,100M,100M,
 VECREDNOC1004X1,TenGigabitEthernet1/0/3.539,PCR-DANAL-PARK,539,190.94.210.81 255.255.255.252,100M,100M,
 VECREDNOC1004X1,TenGigabitEthernet1/0/3.560,GALI-GPS,560,172.23.251.165 255.255.255.252,80M,80M,
 VECREDNOC1004X1,TenGigabitEthernet1/0/3.564,GALI-ANAYANSI,564,172.23.255.149 255.255.255.252,50M,50M,
 VECREDNOC1004X1,TenGigabitEthernet1/0/3.566,GALI_ORIENTAL,566,172.23.247.229 255.255.255.252,ORIENTALDES,ORIENTALDES,
 VECREDNOC1004X1,TenGigabitEthernet1/0/3.586,GALI-MS-INT-10-2,586,190.94.211.49 255.255.255.248,50M,50M,
 VECREDNOC1004X1,TenGigabitEthernet1/0/3.590,GALI-TECNOIMPULSO,590,172.23.245.121 255.255.255.252,TECNOIMPULSO,TECNOIMPULSO,
 VECREDNOC1004X1,TenGigabitEthernet1/0/3.1557,GALI-VENAMCHAM,1557,172.23.244.245 255.255.255.252,120M,120M,
 VECREDNOC1004X1,TenGigabitEthernet1/0/3.1561,GALI-NATIONAL-CARGO,1561,172.23.244.25 255.255.255.252,100M,100M,
 VECREDNOC1004X1,TenGigabitEthernet1/0/3.1565,GALI-TELENET,1565,172.23.244.133 255.255.255.252,TELENET,TELENET,
 VECREDNOC1004X1,TenGigabitEthernet1/0/3.1573,GALI-GRUPO-FALCON,1573,172.23.243.121 255.255.255.252,200M,200M,
 VECREDNOC1004X1,TenGigabitEthernet1/0/3.1757,PCR-IG-NETWORKS,1757,172.23.243.101 255.255.255.252,50M,50M,
 VECREDNOC1004X1,TenGigabitEthernet1/0/3.1763,PCR-BLUECHIP,1763,172.23.243.197 255.255.255.252,40M,40M,
 VECREDNOC1004X1,TenGigabitEthernet1/0/3.3213,GALI-ROSNEFT,3213,172.23.250.165 255.255.255.252,80M,80M,
 VECREDNOC1004X1,TenGigabitEthernet1/0/4,CCSJ4500CREX2_xe-0/0/11_ELUN_SINAI,,,,,
 VECREDNOC1004X1,TenGigabitEthernet1/0/4.959,ELUN-VENCREDSANB,959,172.23.251.109 255.255.255.252,80M,80M,
 VECREDNOC1004X1,TenGigabitEthernet1/0/4.963,ELUN-GRUPESKA,963,172.23.248.105 255.255.255.252,50M,50M,
 VECREDNOC1004X1,TenGigabitEthernet1/0/4.967,ELUN-SGF-AV-FA,967,172.23.254.81 255.255.255.252,50M,50M,
 VECREDNOC1004X1,TenGigabitEthernet1/0/4.976,ELUN-TELENET-TORRE-F,976,172.23.243.129 255.255.255.252,TELENET-CENTRO,TELENET-CENTRO,
 VECREDNOC1004X1,TenGigabitEthernet1/0/4.978,ELUN-HOTEL-ALEX,978,172.23.244.229 255.255.255.252,60M,60M,
 VECREDNOC1004X1,TenGigabitEthernet1/0/4.983,ELUN-GUILLERMO-AMAR,983,172.23.243.205 255.255.255.252,50M,50M,
 VECREDNOC1004X1,TenGigabitEthernet1/0/4.984,ELUN-SAFARI-BAKERY,984,172.23.243.213 255.255.255.252,40M,40M,
 VECREDNOC1004X1,TenGigabitEthernet1/0/4.1210,SINAI-SANTEC,1210,172.23.244.189 255.255.255.252,120M,120M,
 VECREDNOC1004X1,TenGigabitEthernet1/0/5,,,,,,
 VECREDNOC1004X1,GigabitEthernet0(shutdown),,,,,,
